title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Carbon and Certain Alloy Steel Wire Rod From Mexico: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that sales of carbon and certain alloy steel wire rod (wire rod) from Mexico were made at less than normal value during the period of review (POR), October 1, 2017 through September 30, 2018. We invite interested parties to comment on these preliminary results.", 2019-27406,https://www.federalregister.gov/documents/2019/12/19/2019-27406/carbon-and-certain-alloy-steel-wire-rod-from-mexico-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-12-19/pdf/2019-27406.pdf,12/19/2019
Accidental Release Prevention Requirements: Risk Management Programs Under the Clean Air Act,Rule,Environmental Protection Agency,"The Environmental Protection Agency (EPA) is revising regulations that are designed to reduce the risk of accidental releases of hazardous chemicals. These regulations are part of the EPA's Risk Management Program (RMP), which the Agency established under authority in the Clean Air Act and recently amended on January 13, 2017. After a process of reconsidering several parts of the 2017 rule, EPA has concluded that a better approach is to improve the performance of a subset of facilities by achieving greater compliance with RMP regulations instead of imposing additional regulatory requirements on the larger population of facilities that is generally performing well in preventing accidental releases. For this and other reasons, EPA is rescinding recent amendments to these regulations that we no longer consider reasonable or practicable relating to safer technology and alternatives analyses, third-party audits, incident investigations, information availability, and several other minor regulatory changes. EPA is also modifying regulations relating to local emergency coordination, emergency response exercises, and public meetings. In addition, the Agency is changing compliance dates for some of these provisions.", 2019-25974,https://www.federalregister.gov/documents/2019/12/19/2019-25974/accidental-release-prevention-requirements-risk-management-programs-under-the-clean-air-act,https://www.govinfo.gov/content/pkg/FR-2019-12-19/pdf/2019-25974.pdf,12/19/2019
Certain Cut-to-Length Carbon-Quality Steel Plate Products From the Republic of Korea: Preliminary Results of Antidumping Duty Administrative Review; 2018-2019,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) preliminarily determines that producers and/or exporters subject to this administrative review made sales of subject merchandise at less than normal value. Interested parties are invited to comment on these preliminary results of review., 2019-27266,https://www.federalregister.gov/documents/2019/12/18/2019-27266/certain-cut-to-length-carbon-quality-steel-plate-products-from-the-republic-of-korea-preliminary,https://www.govinfo.gov/content/pkg/FR-2019-12-18/pdf/2019-27266.pdf,12/18/2019
Steel Concrete Reinforcing Bar From Taiwan: Preliminary Results and Partial Rescission of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily finds that Power Steel Co., Ltd. (Power Steel), an exporter of steel concrete reinforcing bar (rebar) from Taiwan, sold subject merchandise in the United States at prices below normal value during the period of review (POR) March 7, 2017 through September 30, 2018. We invite all interested parties to comment on these preliminary results.", 2019-27138,https://www.federalregister.gov/documents/2019/12/17/2019-27138/steel-concrete-reinforcing-bar-from-taiwan-preliminary-results-and-partial-rescission-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-12-17/pdf/2019-27138.pdf,12/17/2019
Certain Hot-Rolled Steel Flat Products From Republic of Turkey: Preliminary Results of Antidumping Duty Administrative Review and Preliminary Determination of No Shipments; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily finds that Colakoglu Metalurji A.S. and Colakoglu Dis Ticaret A.S. (collectively, Colakoglu), a producer and exporter of certain hot-rolled steel flat products (hot-rolled steel) from the Republic of Turkey (Turkey), sold subject merchandise in the United States at prices below normal value during the period of review (POR) October 1, 2017 through September 30, 2018. In addition, Commerce preliminarily determines that Eregli Demir ve Celik Fabrikalari T.A.S. and Iskenderun Iron & Steel Works Co. (collectively, Erdemir Group) had no shipments during the POR. We invite all interested parties to comment on these preliminary results.", 2019-27137,https://www.federalregister.gov/documents/2019/12/17/2019-27137/certain-hot-rolled-steel-flat-products-from-republic-of-turkey-preliminary-results-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-12-17/pdf/2019-27137.pdf,12/17/2019
Certain Hot-Rolled Steel Flat Products From Australia: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily finds that sales of certain hot-rolled steel flat products from Australia were made at less than normal value during the period of review (POR) October 1, 2017 through September 30, 2018. We invite interested parties to comment on these preliminary results.", 2019-27161,https://www.federalregister.gov/documents/2019/12/17/2019-27161/certain-hot-rolled-steel-flat-products-from-australia-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-12-17/pdf/2019-27161.pdf,12/17/2019
"Notice of Scope Rulings, Anti-Circumvention Determinations, and Correction",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) hereby publishes a list of scope rulings and anti-circumvention determinations made during the period January 1, 2019 through March 31, 2019. We intend to publish future lists after the close of the next calendar quarter.", 2019-27135,https://www.federalregister.gov/documents/2019/12/17/2019-27135/notice-of-scope-rulings-anti-circumvention-determinations-and-correction,https://www.govinfo.gov/content/pkg/FR-2019-12-17/pdf/2019-27135.pdf,12/17/2019
Certain Oil Country Tubular Goods From Turkey: Rescission of Antidumping Duty Administrative Review; 2018-2019,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding the administrative review of the antidumping duty order on certain oil country tubular goods (OCTG) from Turkey for the period September 1, 2018, through August 31, 2019.", 2019-27136,https://www.federalregister.gov/documents/2019/12/17/2019-27136/certain-oil-country-tubular-goods-from-turkey-rescission-of-antidumping-duty-administrative-review,https://www.govinfo.gov/content/pkg/FR-2019-12-17/pdf/2019-27136.pdf,12/17/2019
"Notice of Product Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",Notice,"Trade Representative, Office of United States","In September 2018, the U.S. Trade Representative imposed additional duties on goods of China with an annual trade value of approximately $200 billion as part of the action in the Section 301 investigation of China's acts, policies, and practices related to technology transfer, intellectual property, and innovation. The U.S. Trade Representative initiated a product exclusion process in June 2019, and interested persons have submitted requests for the exclusion of specific products. This notice announces the U.S. Trade Representative's determination to grant certain exclusion requests, as specified in the Annex to this notice, and corrects a ministerial error in a previously announced exclusion.", 2019-27075,https://www.federalregister.gov/documents/2019/12/17/2019-27075/notice-of-product-exclusions-chinas-acts-policies-and-practices-related-to-technology-transfer,https://www.govinfo.gov/content/pkg/FR-2019-12-17/pdf/2019-27075.pdf,12/17/2019
"Notice of Product Exclusion and Amendments: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",Notice,"Trade Representative, Office of United States","Effective July 6, 2018, the U.S. Trade Representative imposed additional duties on goods of China with an annual trade value of approximately $34 billion as part of the action in the Section 301 investigation of China's acts, policies, and practices related to technology transfer, intellectual property, and innovation. The U.S. Trade Representative's determination included a decision to establish a product exclusion process. The U.S. Trade Representative initiated the exclusion process in July 2018, and stakeholders have submitted requests for the exclusion of specific products. In December 2018, and March, April, May, June, July, September, and October 2019, the U.S. Trade Representative granted exclusion requests. This notice announces the U.S. Trade Representative's determination to grant an additional exclusion request, as specified in the Annex to this notice, and makes amendments to certain notes in the Harmonized Tariff Schedule of the United States (HTSUS). The U.S. Trade Representative will continue to issue decisions as necessary.", 2019-27070,https://www.federalregister.gov/documents/2019/12/17/2019-27070/notice-of-product-exclusion-and-amendments-chinas-acts-policies-and-practices-related-to-technology,https://www.govinfo.gov/content/pkg/FR-2019-12-17/pdf/2019-27070.pdf,12/17/2019
Certain Hot-Rolled Steel Flat Products From Japan: Preliminary Results of Antidumping Duty Administrative Review and Preliminary Determination of No Shipments; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that Nippon Steel Corporation (NSC) and Tokyo Steel Manufacturing Co., Ltd. (Tokyo Steel), producers and exporters of hot-rolled steel flat products (hot-rolled steel) from Japan, did not sell subject merchandise in the United States at prices below normal value during the period of review (POR) October 1, 2017 through September 30, 2018. In addition, Commerce preliminarily determines that Honda Trading Canada, Inc. (Honda) had no shipments during the POR. We invite interested parties to comment on these preliminary results.", 2019-27043,https://www.federalregister.gov/documents/2019/12/16/2019-27043/certain-hot-rolled-steel-flat-products-from-japan-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-12-16/pdf/2019-27043.pdf,12/16/2019
Refillable Stainless Steel Kegs From the People's Republic of China: Countervailing Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing a countervailing duty order on refillable stainless steel kegs from the People's Republic of China (China).", 2019-27129,https://www.federalregister.gov/documents/2019/12/16/2019-27129/refillable-stainless-steel-kegs-from-the-peoples-republic-of-china-countervailing-duty-order,https://www.govinfo.gov/content/pkg/FR-2019-12-16/pdf/2019-27129.pdf,12/16/2019
Refillable Stainless Steel Kegs From the Federal Republic of Germany and the People's Republic of China: Antidumping Duty Orders,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing antidumping duty orders on refillable stainless steel kegs from the Federal Republic of Germany (Germany) and the People's Republic of China (China).", 2019-27128,https://www.federalregister.gov/documents/2019/12/16/2019-27128/refillable-stainless-steel-kegs-from-the-federal-republic-of-germany-and-the-peoples-republic-of,https://www.govinfo.gov/content/pkg/FR-2019-12-16/pdf/2019-27128.pdf,12/16/2019
Certain Hot-Rolled Steel Flat Products From the Republic of Korea: Preliminary Results of Antidumping Duty Administrative Review and Preliminary Determination of No Shipments; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that sales of certain hot-rolled steel flat products (hot-rolled steel) from the Republic of Korea (Korea) were made at less than normal value during the period of review (POR) October 1, 2017 through September 30, 2018. We invite interested parties to comment on these preliminary results.", 2019-27027,https://www.federalregister.gov/documents/2019/12/16/2019-27027/certain-hot-rolled-steel-flat-products-from-the-republic-of-korea-preliminary-results-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-12-16/pdf/2019-27027.pdf,12/16/2019
Certain Hot-Rolled Carbon Steel Flat Products From Thailand: Preliminary Determination of No Shipments; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that there were no shipments of subject merchandise during the period of review (POR) November 1, 2017 through October 31, 2018. We invite interested parties to comment on these preliminary results.", 2019-27030,https://www.federalregister.gov/documents/2019/12/16/2019-27030/certain-hot-rolled-carbon-steel-flat-products-from-thailand-preliminary-determination-of-no,https://www.govinfo.gov/content/pkg/FR-2019-12-16/pdf/2019-27030.pdf,12/16/2019
Carbon and Alloy Steel Threaded Rod From Taiwan; Supplemental Schedule for the Final Phase of an Anti-Dumping Duty Investigation,Notice,International Trade Commission,"", 2019-26975,https://www.federalregister.gov/documents/2019/12/16/2019-26975/carbon-and-alloy-steel-threaded-rod-from-taiwan-supplemental-schedule-for-the-final-phase-of-an,https://www.govinfo.gov/content/pkg/FR-2019-12-16/pdf/2019-26975.pdf,12/16/2019
Carbon and Alloy Steel Threaded Rod From Thailand: Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing an antidumping duty order on carbon and alloy steel threaded rod from Thailand.", 2019-27044,https://www.federalregister.gov/documents/2019/12/13/2019-27044/carbon-and-alloy-steel-threaded-rod-from-thailand-antidumping-duty-order,https://www.govinfo.gov/content/pkg/FR-2019-12-13/pdf/2019-27044.pdf,12/13/2019
Certain Carbon and Alloy Steel Cut-To-Length Plate From Austria: Final Results of the Antidumping Duty Administrative Review; 2016-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) finds that sales of certain carbon and alloy steel cut-to-length plate (CTL plate) from Austria were made at less than normal value during the period of review (POR) November 14, 2016 through April 30, 2018.", 2019-26948,https://www.federalregister.gov/documents/2019/12/13/2019-26948/certain-carbon-and-alloy-steel-cut-to-length-plate-from-austria-final-results-of-the-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-12-13/pdf/2019-26948.pdf,12/13/2019
Refillable Stainless Steel Kegs From China and Germany,Notice,International Trade Commission,"", 2019-26863,https://www.federalregister.gov/documents/2019/12/13/2019-26863/refillable-stainless-steel-kegs-from-china-and-germany,https://www.govinfo.gov/content/pkg/FR-2019-12-13/pdf/2019-26863.pdf,12/13/2019
Steel Wire Garment Hangers From the People's Republic of China: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that Shanghai Wells Hanger Co., Ltd. and Hong Kong Wells Ltd. (collectively, Shanghai Wells) has failed to demonstrate its eligibility for separate rate status during the period of review (POR); thus, Shanghai Wells will be considered part of the China-wide entity. We invite all interested parties to comment on these preliminary results.", 2019-26906,https://www.federalregister.gov/documents/2019/12/13/2019-26906/steel-wire-garment-hangers-from-the-peoples-republic-of-china-preliminary-results-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-12-13/pdf/2019-26906.pdf,12/13/2019
Utility Scale Wind Towers From the Socialist Republic of Vietnam: Preliminary Affirmative Countervailing Duty Determination and Alignment of Final Determination With Final Antidumping Duty Determination,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that countervailable subsidies are being provided to producers and exporters of utility scale wind towers (wind towers) from the Socialist Republic of Vietnam (Vietnam). The period of investigation is January 1, 2018 through December 31, 2018. Interested parties are invited to comment on this preliminary determination.", 2019-26947,https://www.federalregister.gov/documents/2019/12/13/2019-26947/utility-scale-wind-towers-from-the-socialist-republic-of-vietnam-preliminary-affirmative,https://www.govinfo.gov/content/pkg/FR-2019-12-13/pdf/2019-26947.pdf,12/13/2019
Vertical Metal File Cabinets From the People's Republic of China: Antidumping and Countervailing Duty Orders,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing the antidumping duty (AD) and countervailing duty (CVD) orders on vertical metal file cabinets (file cabinets) from the People's Republic of China (China).", 2019-27028,https://www.federalregister.gov/documents/2019/12/13/2019-27028/vertical-metal-file-cabinets-from-the-peoples-republic-of-china-antidumping-and-countervailing-duty,https://www.govinfo.gov/content/pkg/FR-2019-12-13/pdf/2019-27028.pdf,12/13/2019
Utility Scale Wind Towers From Indonesia: Preliminary Affirmative Countervailing Duty Determination and Alignment of Final Determination With Final Antidumping Duty Determination,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that countervailable subsidies are being provided to producers and exporters of utility scale wind towers (wind towers) from Indonesia. The period of investigation is January 1, 2018 through December 31, 2018. Interested parties are invited to comment on this preliminary determination.", 2019-26946,https://www.federalregister.gov/documents/2019/12/13/2019-26946/utility-scale-wind-towers-from-indonesia-preliminary-affirmative-countervailing-duty-determination,https://www.govinfo.gov/content/pkg/FR-2019-12-13/pdf/2019-26946.pdf,12/13/2019
"Utility Scale Wind Towers From Canada: Preliminary Affirmative Countervailing Duty Determination, and Alignment of Final Determination With Final Antidumping Duty Determination",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that countervailable subsidies are being provided to producers and exporters of utility scale wind towers (wind towers) from Canada. The period of investigation is January 1, 2018 through December 31, 2018. Interested parties are invited to comment on this preliminary determination.", 2019-26945,https://www.federalregister.gov/documents/2019/12/13/2019-26945/utility-scale-wind-towers-from-canada-preliminary-affirmative-countervailing-duty-determination-and,https://www.govinfo.gov/content/pkg/FR-2019-12-13/pdf/2019-26945.pdf,12/13/2019
Forged Steel Fittings From India and Korea,Notice,International Trade Commission,"", 2019-26766,https://www.federalregister.gov/documents/2019/12/12/2019-26766/forged-steel-fittings-from-india-and-korea,https://www.govinfo.gov/content/pkg/FR-2019-12-12/pdf/2019-26766.pdf,12/12/2019
Review of Action: Enforcement of U.S. WTO Rights in Large Civil Aircraft Dispute,Notice,"Trade Representative, Office of United States","The U.S. Trade Representative is reviewing the action being taken in the Section 301 investigation involving the enforcement of U.S. WTO rights in the Large Civil Aircraft dispute. Annex I to this notice contains a list of products currently subject to additional duties. Annex II contains a list of products, originally published in the April 2019 and July 2019 notices in this investigation, under consideration for the imposition of additional ad valorem duties of up to 100 percent. The Office of the United States Trade Representative (USTR) requests comments with respect to whether products listed in Annex I should be removed from the list or remain on the list; whether the rate of additional duty on specific products should be increased up to a level of 100 percent; whether additional duties should be imposed on specific products listed in Annex II; and on the rate of additional duty to be applied to products drawn from Annex II.", 2019-26741,https://www.federalregister.gov/documents/2019/12/12/2019-26741/review-of-action-enforcement-of-us-wto-rights-in-large-civil-aircraft-dispute,https://www.govinfo.gov/content/pkg/FR-2019-12-12/pdf/2019-26741.pdf,12/12/2019
Initiation of Antidumping and Countervailing Duty Administrative Reviews,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) has received requests to conduct administrative reviews of various antidumping duty (AD) and countervailing duty (CVD) orders and findings with October anniversary dates. In accordance with Commerce's regulations, we are initiating those administrative reviews.", 2019-26671,https://www.federalregister.gov/documents/2019/12/11/2019-26671/initiation-of-antidumping-and-countervailing-duty-administrative-reviews,https://www.govinfo.gov/content/pkg/FR-2019-12-11/pdf/2019-26671.pdf,12/11/2019
Carbon and Alloy Steel Threaded Rod From Thailand; Determination,Notice,International Trade Commission,"", 2019-26581,https://www.federalregister.gov/documents/2019/12/10/2019-26581/carbon-and-alloy-steel-threaded-rod-from-thailand-determination,https://www.govinfo.gov/content/pkg/FR-2019-12-10/pdf/2019-26581.pdf,12/10/2019
"Taking and Importing Marine Mammals; Taking Marine Mammals Incidental to U.S. Navy Construction Activities at Naval Weapons Station Seal Beach, California",Proposed Rule,Commerce Department; National Oceanic and Atmospheric Administration,"NMFS has received a request from the U.S. Navy (Navy) for authorization to take marine mammals over the course of five years (2020-2025) incidental to conducting construction activities related to development of a new ammunition pier at Seal Beach, California. As required by the Marine Mammal Protection Act (MMPA), NMFS is proposing regulations to govern that take, and requests comments on the proposed regulations. NMFS will consider public comments prior to making any final decision on the issuance of the requested MMPA authorization and will summarize and respond to such comments in the final notice of our decision.", 2019-26429,https://www.federalregister.gov/documents/2019/12/10/2019-26429/taking-and-importing-marine-mammals-taking-marine-mammals-incidental-to-us-navy-construction,https://www.govinfo.gov/content/pkg/FR-2019-12-10/pdf/2019-26429.pdf,12/10/2019
Carbon and Alloy Steel Threaded Rod From Taiwan: Final Affirmative Determination of Sales at Less Than Fair Value,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that carbon and alloy steel threaded rod (steel threaded rod) from Taiwan is being, or is likely to be, sold in the United States at less than fair value (LTFV). The period of investigation (POI) is January 1, 2018 through December 31, 2018. The final estimated weighted-average dumping margins of sales at LTFV are shown in the ``Final Determination'' section of this notice.", 2019-26457,https://www.federalregister.gov/documents/2019/12/09/2019-26457/carbon-and-alloy-steel-threaded-rod-from-taiwan-final-affirmative-determination-of-sales-at-less,https://www.govinfo.gov/content/pkg/FR-2019-12-09/pdf/2019-26457.pdf,12/09/2019
Proposed Information Collection; Comment Request; Automated Export System Program,Notice,Commerce Department; Census Bureau,"The Department of Commerce (DOC), as part of its continuing effort to reduce paperwork and respondent burden, invites the general public and other Federal agencies to take this opportunity to comment on proposed revisions to the Automated Export System Program, as required by the Paperwork Reduction Act of 1995.", 2019-26452,https://www.federalregister.gov/documents/2019/12/09/2019-26452/proposed-information-collection-comment-request-automated-export-system-program,https://www.govinfo.gov/content/pkg/FR-2019-12-09/pdf/2019-26452.pdf,12/09/2019
Circular Welded Austenitic Stainless Pressure Pipe From the People's Republic of China: Continuation of Antidumping Duty Order and Countervailing Duty Order,Notice,Commerce Department; International Trade Administration,"As a result of the determinations by the Department of Commerce (Commerce) and the U.S. International Trade Commission (ITC) that revocation of the antidumping duty (AD) order and countervailing duty (CVD) order on circular welded austenitic stainless pressure pipe (WSPP) from the People's Republic of China (China) would likely lead to a continuation or recurrence of dumping, countervailable subsidies, and material injury to an industry in the United States, Commerce is publishing a notice of continuation of the AD order and the CVD order.", 2019-26359,https://www.federalregister.gov/documents/2019/12/06/2019-26359/circular-welded-austenitic-stainless-pressure-pipe-from-the-peoples-republic-of-china-continuation,https://www.govinfo.gov/content/pkg/FR-2019-12-06/pdf/2019-26359.pdf,12/06/2019
"Antidumping or Countervailing Duty Order, Finding, or Suspended Investigation; Opportunity To Request Administrative Review",Notice,Commerce Department; International Trade Administration,"", 2019-26349,https://www.federalregister.gov/documents/2019/12/06/2019-26349/antidumping-or-countervailing-duty-order-finding-or-suspended-investigation-opportunity-to-request,https://www.govinfo.gov/content/pkg/FR-2019-12-06/pdf/2019-26349.pdf,12/06/2019
Certain Steel Nails From the People's Republic of China: Continuation of Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"As a result of the determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC) that revocation of the antidumping duty order on certain steel nails (nails) from the People's Republic of China (China) would likely lead to a continuation or recurrence of dumping and material injury to an industry in the United States, Commerce is publishing a notice of continuation of the antidumping duty order.", 2019-26140,https://www.federalregister.gov/documents/2019/12/03/2019-26140/certain-steel-nails-from-the-peoples-republic-of-china-continuation-of-antidumping-duty-order,https://www.govinfo.gov/content/pkg/FR-2019-12-03/pdf/2019-26140.pdf,12/03/2019
"Welded Stainless Steel Pressure Pipe From Malaysia, Thailand, and the Socialist Republic of Vietnam: Continuation of Antidumping Duty Orders",Notice,Commerce Department; International Trade Administration,"As a result of the determinations by the Department of Commerce (Commerce) and the U.S. International Trade Commission (ITC) that revocation of the antidumping duty (AD) orders on welded stainless steel pressure pipe (WSSPP) from Malaysia, Thailand, and the Socialist Republic of Vietnam (Vietnam) would likely lead to a continuation or recurrence of dumping and material injury to an industry in the United States, Commerce is publishing a notice of continuation of the AD orders.", 2019-26038,https://www.federalregister.gov/documents/2019/12/03/2019-26038/welded-stainless-steel-pressure-pipe-from-malaysia-thailand-and-the-socialist-republic-of-vietnam,https://www.govinfo.gov/content/pkg/FR-2019-12-03/pdf/2019-26038.pdf,12/03/2019
Carbon and Certain Alloy Steel Wire Rod From China; Institution of Five-Year Reviews,Notice,International Trade Commission,"The Commission hereby gives notice that it has instituted reviews pursuant to the Tariff Act of 1930 (``the Act''), as amended, to determine whether revocation of the antidumping and countervailing duty orders on carbon and certain alloy steel wire rod (``wire rod'') from China would be likely to lead to continuation or recurrence of material injury. Pursuant to the Act, interested parties are requested to respond to this notice by submitting the information specified below to the Commission.", 2019-25938,https://www.federalregister.gov/documents/2019/12/02/2019-25938/carbon-and-certain-alloy-steel-wire-rod-from-china-institution-of-five-year-reviews,https://www.govinfo.gov/content/pkg/FR-2019-12-02/pdf/2019-25938.pdf,12/02/2019
Initiation of Five-Year (Sunset) Reviews,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) is automatically initiating the five-year reviews (Sunset Reviews) of the antidumping and countervailing duty (AD/CVD) order(s) listed below. The International Trade Commission (the Commission) is publishing concurrently with this notice its notice of Institution of Five-Year Reviews which covers the same order(s)., 2019-26015,https://www.federalregister.gov/documents/2019/12/02/2019-26015/initiation-of-five-year-sunset-reviews,https://www.govinfo.gov/content/pkg/FR-2019-12-02/pdf/2019-26015.pdf,12/02/2019
"Notice of Product Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",Notice,"Trade Representative, Office of United States","In September 2018, the U.S. Trade Representative imposed additional duties on goods of China with an annual trade value of approximately $200 billion as part of the action in the Section 301 investigation of China's acts, policies, and practices related to technology transfer, intellectual property, and innovation. The U.S. Trade Representative initiated a product exclusion process in June 2019, and interested persons have submitted requests for the exclusion of specific products. This notice announces the U.S. Trade Representative's determination to grant certain exclusion requests specified in the Annex to this notice.", 2019-25820,https://www.federalregister.gov/documents/2019/11/29/2019-25820/notice-of-product-exclusions-chinas-acts-policies-and-practices-related-to-technology-transfer,https://www.govinfo.gov/content/pkg/FR-2019-11-29/pdf/2019-25820.pdf,11/29/2019
Fine Denier Polyester Staple Fiber From the Republic of Korea: Amended Final Results of Antidumping Duty Changed Circumstances Review,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) is amending the Final Results of a changed circumstances review (CCR) of the antidumping duty (AD) order on fine denier polyester staple fiber (PSF) from the Republic of Korea (Korea) to correct certain ministerial errors., 2019-25775,https://www.federalregister.gov/documents/2019/11/27/2019-25775/fine-denier-polyester-staple-fiber-from-the-republic-of-korea-amended-final-results-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-11-27/pdf/2019-25775.pdf,11/27/2019
Endangered and Threatened Wildlife and Plants; Removing Bradshaw's Lomatium (Bradshaw's lomatium) From the Federal List of Endangered and Threatened Plants,Proposed Rule,Interior Department; Fish and Wildlife Service,"We, the U.S. Fish and Wildlife Service (Service), propose to remove Bradshaw's lomatium (Bradshaw's lomatium, also known as Bradshaw's desert parsley), a plant found in western Oregon and southwestern Washington, from the Federal List of Endangered and Threatened Plants due to recovery. Our review of the best available scientific and commercial data indicates that the threats to Bradshaw's lomatium have been eliminated or reduced to the point that the species no longer meets the definition of an endangered or threatened species under the Endangered Species Act of 1973, as amended (Act). We request information and comments from the public regarding this proposed rule and the draft post-delisting monitoring plan for Bradshaw's lomatium.", 2019-25545,https://www.federalregister.gov/documents/2019/11/26/2019-25545/endangered-and-threatened-wildlife-and-plants-removing-bradshaws-lomatium-bradshaws-lomatium-from,https://www.govinfo.gov/content/pkg/FR-2019-11-26/pdf/2019-25545.pdf,11/26/2019
Certain Circular Welded Carbon Steel Pipes and Tubes From Taiwan: Partial Rescission of Antidumping Duty Administrative Review; 2018-2019,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is partially rescinding its administrative review of the antidumping duty order on certain circular welded carbon steel pipes and tubes from Taiwan for the period May 1, 2018, through April 30, 2019.", 2019-25379,https://www.federalregister.gov/documents/2019/11/22/2019-25379/certain-circular-welded-carbon-steel-pipes-and-tubes-from-taiwan-partial-rescission-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-11-22/pdf/2019-25379.pdf,11/22/2019
Heavy Walled Rectangular Welded Carbon Steel Pipes and Tubes From the Republic of Turkey: Final Results of Antidumping Duty Administrative Review and Final Determination of No Shipments; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) continues to determine that Noksel Celik Boru Sanayi A.S. (Noksel), a producer and/or exporter of heavy walled rectangular welded carbon steel pipes and tubes (HWR pipes and tubes) from the Republic of Turkey (Turkey), sold subject merchandise in the United States at prices below normal value (NV) during the period of review (POR) September 1, 2017 through August 31, 2018. We also determine that Cinar Boru Profil San Ve Tic A.S. (Cinar Boru) had no shipments of HWR pipes and tubes during the POR. Based on an analysis of the comments received, we have not made changes to the weighted-average dumping margins listed in the ``Final Results of Review'' section below.", 2019-25376,https://www.federalregister.gov/documents/2019/11/22/2019-25376/heavy-walled-rectangular-welded-carbon-steel-pipes-and-tubes-from-the-republic-of-turkey-final,https://www.govinfo.gov/content/pkg/FR-2019-11-22/pdf/2019-25376.pdf,11/22/2019
Oil Country Tubular Goods From India: Final Results and No Shipments Determination of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) continues to find that GVN Fuels, Ltd. (GVN) had no shipments of subject merchandise during the period of review (POR) September 1, 2017 through August 31, 2018.", 2019-25391,https://www.federalregister.gov/documents/2019/11/22/2019-25391/oil-country-tubular-goods-from-india-final-results-and-no-shipments-determination-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-11-22/pdf/2019-25391.pdf,11/22/2019
